network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-19T22:00:00Z,6.687,7.57,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-19T22:00:00Z,4.465,0.63,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-19T22:00:00Z,4.381,9.27,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-19T22:00:00Z,1.952,6.85,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-19T22:00:00Z,2.37,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-19T22:00:00Z,2.54,6.64,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-19T22:00:00Z,1.964,7.06,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-19T22:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T22:02:00Z,3.05,5.61,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T22:05:00Z,2.406,8.06,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T22:07:00Z,2.053,8.77,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T22:10:00Z,1.553,9.2,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T22:13:00Z,1.051,9.02,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T22:15:00Z,0.543,9.15,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-19T22:30:00Z,1.975,6.98,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-19T22:30:00Z,2.413,8.08,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-19T22:30:00Z,6.644,7.44,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-19T22:30:00Z,4.446,0.49,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-19T22:30:00Z,4.365,9.16,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-19T23:00:00Z,1.96,7.86,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-19T23:00:00Z,2.396,8.33,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-19T23:00:00Z,6.668,7.65,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-19T23:00:00Z,4.426,0.34,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-19T23:00:00Z,4.318,9.1,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-19T23:00:00Z,1.84,7.14,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-19T23:00:00Z,2.272,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-19T23:00:00Z,2.46,6.39,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-19T23:00:00Z,1.883,7.04,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-19T23:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T23:02:00Z,3.05,6.14,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T23:05:00Z,2.408,8.15,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T23:07:00Z,2.053,8.34,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T23:10:00Z,1.551,8.54,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T23:13:00Z,1.052,8.71,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-19T23:15:00Z,0.549,8.9,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-19T23:30:00Z,1.942,7.84,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-19T23:30:00Z,2.387,8.41,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-19T23:30:00Z,6.561,7.99,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-19T23:30:00Z,4.405,0.33,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-19T23:30:00Z,4.233,9.16,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T00:00:00Z,1.93,7.71,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T00:00:00Z,2.37,8.44,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T00:00:00Z,6.496,9.6,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T00:00:00Z,4.386,0.34,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T00:00:00Z,4.184,8.9,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-20T00:00:00Z,1.73,7.05,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-20T00:00:00Z,2.18,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-20T00:00:00Z,2.367,6.17,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-20T00:00:00Z,1.793,6.97,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-20T00:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T00:02:00Z,3.025,5.4,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T00:05:00Z,2.451,8.05,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T00:07:00Z,1.934,8.45,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T00:10:00Z,1.416,8.65,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T00:12:00Z,1.065,8.78,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T00:15:00Z,0.572,8.79,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T00:30:00Z,1.921,7.9,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T00:30:00Z,2.355,8.48,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T00:30:00Z,6.535,9.23,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T00:30:00Z,4.379,0.29,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T00:30:00Z,4.104,8.86,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T01:00:00Z,1.906,7.69,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T01:00:00Z,2.35,8.03,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T01:00:00Z,6.529,9.5,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T01:00:00Z,4.37,0.38,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T01:00:00Z,4.009,8.67,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-20T01:00:00Z,1.643,6.83,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-20T01:00:00Z,2.092,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-20T01:00:00Z,2.3,5.7,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-20T01:00:00Z,1.716,7.16,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-20T01:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T01:02:00Z,2.984,6.33,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T01:05:00Z,2.423,8.23,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T01:07:00Z,1.936,8.72,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T01:10:00Z,1.426,8.83,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T01:12:00Z,0.904,8.73,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T01:14:00Z,0.42,8.81,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T01:30:00Z,1.909,7.13,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T01:30:00Z,2.351,7.77,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T01:30:00Z,6.488,9.57,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T01:30:00Z,4.367,0.32,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T01:30:00Z,3.919,8.55,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T02:00:00Z,1.917,7.68,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T02:00:00Z,2.35,7.65,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T02:00:00Z,6.493,10.01,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T02:00:00Z,4.386,0.24,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T02:00:00Z,3.827,8.21,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-20T02:00:00Z,1.58,6.55,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-20T02:00:00Z,2.028,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-20T02:00:00Z,2.25,5.75,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-20T02:00:00Z,1.655,7.05,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-20T02:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T02:02:00Z,2.98,7.28,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T02:05:00Z,2.499,8.19,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T02:07:00Z,1.929,8.63,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T02:10:00Z,1.426,8.75,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T02:12:00Z,0.918,8.61,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T02:14:00Z,0.415,8.66,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T02:30:00Z,1.902,7.5,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T02:30:00Z,2.367,7.62,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T02:30:00Z,6.539,9.84,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T02:30:00Z,4.396,0.25,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T02:30:00Z,3.764,7.89,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T03:00:00Z,1.889,7.2,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T03:00:00Z,2.388,7.56,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T03:00:00Z,6.548,8.88,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T03:00:00Z,4.402,0.22,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T03:00:00Z,3.7,7.94,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-20T03:00:00Z,1.55,6.2,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-20T03:00:00Z,1.995,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-20T03:00:00Z,2.2,5.55,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-20T03:00:00Z,1.645,7.17,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-20T03:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T03:02:00Z,2.997,5.69,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T03:05:00Z,2.452,8.12,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T03:07:00Z,1.964,8.36,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T03:10:00Z,1.469,8.34,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T03:12:00Z,0.9,8.32,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T03:15:00Z,0.563,8.33,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T03:30:00Z,1.901,7.49,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T03:30:00Z,2.379,7.5,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T03:30:00Z,6.582,8.56,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T03:30:00Z,4.414,0.27,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T03:30:00Z,3.652,7.62,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T04:00:00Z,1.908,6.69,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T04:00:00Z,2.385,6.76,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T04:00:00Z,6.598,8.07,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T04:00:00Z,4.422,0.26,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T04:00:00Z,3.58,7.16,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-20T04:00:00Z,1.61,5.74,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-20T04:00:00Z,2.02,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-20T04:00:00Z,2.21,5.85,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-20T04:00:00Z,1.69,6.64,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-20T04:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T04:02:00Z,3.005,5.6,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T04:05:00Z,2.458,7.97,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T04:07:00Z,1.966,8.22,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T04:10:00Z,1.47,8.32,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T04:12:00Z,0.899,8.23,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T04:14:00Z,0.402,8.32,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T04:30:00Z,1.914,6.4,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T04:30:00Z,2.405,6.81,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T04:30:00Z,6.586,7.25,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T04:30:00Z,4.437,0.34,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T04:30:00Z,3.556,7.19,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T05:00:00Z,1.929,6.09,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T05:00:00Z,2.414,6.76,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T05:00:00Z,6.493,7.25,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T05:00:00Z,4.462,0.43,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T05:00:00Z,3.647,7.07,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-20T05:00:00Z,1.727,5.55,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-20T05:00:00Z,2.12,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-20T05:00:00Z,2.289,5.67,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-20T05:00:00Z,1.77,6.52,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-20T05:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T05:02:00Z,3.004,4.98,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T05:05:00Z,2.457,7.96,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T05:07:00Z,1.96,8.25,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T05:10:00Z,1.461,8.34,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T05:12:00Z,1.061,8.27,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T05:15:00Z,0.421,8.31,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T05:30:00Z,1.948,6.24,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T05:30:00Z,2.427,6.85,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T05:30:00Z,6.63,7.36,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T05:30:00Z,4.468,0.54,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T05:30:00Z,3.672,7.35,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T06:00:00Z,1.961,6.47,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T06:00:00Z,2.434,6.83,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T06:00:00Z,6.64,7.39,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T06:00:00Z,4.478,0.34,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T06:00:00Z,3.686,7.48,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-20T06:00:00Z,1.87,5.58,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-20T06:00:00Z,2.26,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-20T06:00:00Z,2.4,5.27,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-20T06:00:00Z,1.87,6.78,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-20T06:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T06:02:00Z,3.017,5.01,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T06:05:00Z,2.474,7.82,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T06:07:00Z,1.906,8.22,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T06:10:00Z,1.408,8.25,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T06:12:00Z,0.909,8.19,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T06:14:00Z,0.415,8.25,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T06:30:00Z,1.97,4.41,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T06:30:00Z,2.436,7.03,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T06:30:00Z,6.682,7.7,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T06:30:00Z,4.484,0.24,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T06:30:00Z,3.768,7.47,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T07:00:00Z,1.98,3.87,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T07:00:00Z,2.446,6.84,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T07:00:00Z,6.692,8.07,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T07:00:00Z,4.483,0.23,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T07:00:00Z,3.811,7.66,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-20T07:00:00Z,1.97,5.45,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-20T07:00:00Z,2.38,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-20T07:00:00Z,2.48,4.79,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-20T07:00:00Z,1.98,6.68,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-20T07:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T07:02:00Z,3.004,6.39,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T07:05:00Z,2.456,8.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T07:07:00Z,1.963,7.94,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T07:10:00Z,1.557,8.18,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T07:12:00Z,0.915,7.94,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T07:15:00Z,0.417,8.08,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T07:30:00Z,1.994,4.41,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T07:30:00Z,2.448,6.71,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T07:30:00Z,6.74,7.59,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T07:30:00Z,4.48,0.34,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T07:30:00Z,3.863,7.69,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T08:00:00Z,2.006,5.95,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T08:00:00Z,2.455,6.75,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T08:00:00Z,6.736,7.42,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T08:00:00Z,4.475,0.25,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T08:00:00Z,3.959,7.33,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-20T08:00:00Z,2.05,5.18,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-20T08:00:00Z,2.46,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-20T08:00:00Z,2.531,4.88,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-20T08:00:00Z,2.053,6.17,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2011-07-20T08:00:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T08:02:00Z,2.999,7.48,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T08:05:00Z,2.451,8.27,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T08:07:00Z,1.954,8.05,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T08:10:00Z,1.456,7.8,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T08:12:00Z,0.955,7.54,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2011-07-20T08:15:00Z,0.553,7.68,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T08:30:00Z,2.006,3.35,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T08:30:00Z,2.454,6.69,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T08:30:00Z,6.758,7.01,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T08:30:00Z,4.478,0.16,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T08:30:00Z,4.002,6.87,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2011-07-20T09:00:00Z,2.012,2.07,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2011-07-20T09:00:00Z,2.464,6.44,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2011-07-20T09:00:00Z,6.801,6.78,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2011-07-20T09:00:00Z,4.486,0.15,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2011-07-20T09:00:00Z,4.015,6.81,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2011-07-20T09:00:00Z,2.07,5.13,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2011-07-20T09:00:00Z,2.48,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2011-07-20T09:00:00Z,2.573,5.2,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2011-07-20T09:00:00Z,2.068,6.13,1111122 
