#-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*
# 
#  "SEAMAP:  Zooplankton biomass data sampled by the SouthEast Area Monitoring and Assessment Program (SEAMAP)"
# 
#-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*
#
#                COPEPOD:  14-Sep-2017  (Web v10.2 x)
#
#              Live-link:  https://www.st.nmfs.noaa.gov/copepod/data/us-05201/index.html 
#
#                          A comprehensive content summary and alternate data formats
#                                 are available online at the web link above.
#
#
#
#SHP-CRUISE,YEAR,MON,DAY,TIMEgmt,TIMEloc,LATITUDE,LONGITDE,UPPER_Z,LOWER_Z,T,GEAR,MESH,NMFS_PGC,ITIS_TSN,MOD,LIF,PSC,SEX,V, Water Strained, Original-VALUE,Orig-UNITS, VALUE-per-volu,UNITS,F1,F2,F3,F4, VALUE-per-area,UNITS,F1,F2,F3,F4,SCIENTIFIC NAME -[ modifiers ]-, RECORD-ID,DATASET-ID, SHIP, PROJ, INST,Orig-CRUISE-ID,Orig-STATION-ID,Taxa-Name,Taxa-Modifiers,
#----------,----,---,---,-------,-------,--------,--------,-------,-------,-,----,----,--------,--------,---,---,---,---,-,---------------,---------------,----------,---------------,-----,--,--,--,--,---------------,-----,--,--,--,--,-------------------------------,----------,----------,-----,-----,-----,
316O-110625,2011,  6, 30, 11.950,  5.950,  27.994, -94.992,    0.0,   77.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        105. m3,            22.,   ml/haul,         0.2095,ml/m3, 0, 0, 0,-1,           75.3,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0011_0001,SEAMAP, 2513,  565, 1185,295,             51,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  1, 11.230,  5.230,  28.493, -96.038,    0.0,    8.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         23. m3,            12.,   ml/haul,          0.522,ml/m3, 0, 0, 0,-1,           41.1,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0012_0001,SEAMAP, 2513,  565, 1185,295,             62,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  1, 15.580,  9.580,  28.488, -95.468,    0.0,   24.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         37. m3,            23.,   ml/haul,          0.622,ml/m3, 0, 0, 0,-1,           78.8,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0013_0001,SEAMAP, 2513,  565, 1185,295,             63,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  1, 23.150, 17.150,  28.499, -94.999,    0.0,   31.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         77. m3,            13.,   ml/haul,          0.169,ml/m3, 0, 0, 0,-1,           44.5,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0014_0001,SEAMAP, 2513,  565, 1185,295,             67,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  2,  7.120,  1.120,  27.996, -94.495,    0.0,   71.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        106. m3,            27.,   ml/haul,         0.2547,ml/m3, 0, 0, 0,-1,           92.5,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0015_0001,SEAMAP, 2513,  565, 1185,295,             71,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  2, 14.800,  8.800,  28.475, -94.492,    0.0,   33.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         67. m3,            26.,   ml/haul,          0.388,ml/m3, 0, 0, 0,-1,           89.0,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0016_0001,SEAMAP, 2513,  565, 1185,295,             74,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  3,  5.350, 23.350,  28.983, -94.979,    0.0,   16.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         44. m3,            29.,   ml/haul,          0.659,ml/m3, 0, 0, 0,-1,           99.3,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0017_0001,SEAMAP, 2513,  565, 1185,295,             81,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  3, 11.330,  5.330,  29.007, -94.501,    0.0,   12.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         32. m3,            18.,   ml/haul,          0.563,ml/m3, 0, 0, 0,-1,           61.6,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0018_0001,SEAMAP, 2513,  565, 1185,295,             84,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  3, 23.330, 17.330,  29.496, -93.993,    0.0,   11.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         53. m3,            17.,   ml/haul,          0.321,ml/m3, 0, 0, 0,-1,           58.2,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0019_0001,SEAMAP, 2513,  565, 1185,295,             90,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  7,  1.680, 19.680,  28.999, -93.997,    0.0,   18.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         51. m3,            34.,   ml/haul,          0.667,ml/m3, 0, 0, 0,-1,          116.4,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0020_0001,SEAMAP, 2513,  565, 1185,295,             94,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  7, 13.630,  7.630,  28.500, -94.001,    0.0,   39.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        100. m3,            21.,   ml/haul,         0.2100,ml/m3, 0, 0, 0,-1,           71.9,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0021_0001,SEAMAP, 2513,  565, 1185,295,             99,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  7, 21.050, 15.050,  28.001, -93.998,    0.0,   73.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         85. m3,            13.,   ml/haul,          0.153,ml/m3, 0, 0, 0,-1,           44.5,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0022_0001,SEAMAP, 2513,  565, 1185,295,            102,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  8,  3.950, 21.950,  28.027, -93.512,    0.0,   84.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        137. m3,            20.,   ml/haul,         0.1460,ml/m3, 0, 0, 0,-1,           68.5,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0023_0001,SEAMAP, 2513,  565, 1185,295,            105,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  9,  7.200,  1.200,  28.506, -93.504,    0.0,   39.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         89. m3,            27.,   ml/haul,          0.303,ml/m3, 0, 0, 0,-1,           92.5,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0024_0001,SEAMAP, 2513,  565, 1185,295,            114,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7,  9, 16.450, 10.450,  28.986, -93.453,    0.0,   19.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         49. m3,            22.,   ml/haul,          0.449,ml/m3, 0, 0, 0,-1,           75.3,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0025_0001,SEAMAP, 2513,  565, 1185,295,            118,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 10,  3.150, 21.150,  29.544, -93.540,    0.0,   11.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         35. m3,            16.,   ml/haul,          0.457,ml/m3, 0, 0, 0,-1,           54.8,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0026_0001,SEAMAP, 2513,  565, 1185,295,            125,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 10, 11.480,  5.480,  29.500, -92.993,    0.0,   12.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         84. m3,            68.,   ml/haul,          0.810,ml/m3, 0, 0, 0,-1,          232.9,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0027_0001,SEAMAP, 2513,  565, 1185,295,            130,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 10, 22.730, 16.730,  28.993, -93.003,    0.0,   23.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         33. m3,            19.,   ml/haul,          0.576,ml/m3, 0, 0, 0,-1,           65.1,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0028_0001,SEAMAP, 2513,  565, 1185,295,            136,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 11,  7.220,  1.220,  28.503, -92.998,    0.0,   44.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        100. m3,            42.,   ml/haul,         0.4200,ml/m3, 0, 0, 0,-1,          143.8,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0029_0001,SEAMAP, 2513,  565, 1185,295,            142,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 11, 15.280,  9.280,  28.010, -93.003,    0.0,  104.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        187. m3,            20.,   ml/haul,         0.1070,ml/m3, 0, 0, 0,-1,           68.5,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0030_0001,SEAMAP, 2513,  565, 1185,295,            146,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 11, 22.350, 16.350,  27.999, -92.497,    0.0,   93.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        141. m3,            16.,   ml/haul,         0.1135,ml/m3, 0, 0, 0,-1,           54.8,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0031_0001,SEAMAP, 2513,  565, 1185,295,            149,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 12, 13.350,  7.350,  28.500, -92.502,    0.0,   48.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        115. m3,            38.,   ml/haul,         0.3304,ml/m3, 0, 0, 0,-1,          130.1,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0032_0001,SEAMAP, 2513,  565, 1185,295,            152,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 12, 23.400, 17.400,  29.002, -92.540,    0.0,   24.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         44. m3,            22.,   ml/haul,          0.500,ml/m3, 0, 0, 0,-1,           75.3,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0033_0001,SEAMAP, 2513,  565, 1185,295,            158,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 13,  3.470, 21.470,  29.008, -92.056,    0.0,   19.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         46. m3,            42.,   ml/haul,          0.913,ml/m3, 0, 0, 0,-1,          143.8,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0034_0001,SEAMAP, 2513,  565, 1185,295,            160,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 13, 21.970, 15.970,  28.014, -91.950,    0.0,  111.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        132. m3,            30.,   ml/haul,         0.2273,ml/m3, 0, 0, 0,-1,          102.7,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0035_0001,SEAMAP, 2513,  565, 1185,295,            170,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 14,  6.080,  0.083,  28.496, -92.003,    0.0,   48.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        102. m3,            40.,   ml/haul,         0.3922,ml/m3, 0, 0, 0,-1,          137.0,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0036_0001,SEAMAP, 2513,  565, 1185,295,            174,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 14, 10.630,  4.630,  28.968, -91.539,    0.0,   13.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         45. m3,            25.,   ml/haul,          0.556,ml/m3, 0, 0, 0,-1,           85.6,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0037_0001,SEAMAP, 2513,  565, 1185,295,            175,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 14, 18.970, 12.970,  28.495, -91.500,    0.0,   46.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         62. m3,            26.,   ml/haul,          0.419,ml/m3, 0, 0, 0,-1,           89.0,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0038_0001,SEAMAP, 2513,  565, 1185,295,            178,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 15,  2.470, 20.470,  28.497, -91.000,    0.0,   33.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         68. m3,            26.,   ml/haul,          0.382,ml/m3, 0, 0, 0,-1,           89.0,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0039_0001,SEAMAP, 2513,  565, 1185,295,            181,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 15, 11.430,  5.430,  28.880, -90.550,    0.0,   15.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         55. m3,            24.,   ml/haul,          0.436,ml/m3, 0, 0, 0,-1,           82.2,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0040_0001,SEAMAP, 2513,  565, 1185,295,            184,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 15, 16.350, 10.350,  28.500, -90.496,    0.0,   37.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         49. m3,            16.,   ml/haul,          0.327,ml/m3, 0, 0, 0,-1,           54.8,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0041_0001,SEAMAP, 2513,  565, 1185,295,            186,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 15, 19.570, 13.570,  28.497, -89.994,    0.0,   90.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        185. m3,            36.,   ml/haul,         0.1946,ml/m3, 0, 0, 0,-1,          123.3,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0042_0001,SEAMAP, 2513,  565, 1185,295,            187,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 16,  0.400, 18.400,  29.007, -89.997,    0.0,   23.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         42. m3,             8.,   ml/haul,          0.190,ml/m3, 0, 0, 0,-1,           27.4,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0043_0001,SEAMAP, 2513,  565, 1185,295,            188,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 16,  7.270,  1.270,  28.969, -89.552,    0.0,   35.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,         95. m3,            14.,   ml/haul,          0.147,ml/m3, 0, 0, 0,-1,           47.9,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0044_0001,SEAMAP, 2513,  565, 1185,295,            191,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 16, 20.580, 14.580,  29.250, -87.988,    0.0,  215.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        203. m3,            20.,   ml/haul,         0.0985,ml/m3, 0, 0, 0,-1,           68.5,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0045_0001,SEAMAP, 2513,  565, 1185,295,            193,Zooplankton displacement volume,-[ ]-,
316O-110625,2011,  7, 17,  0.720, 18.720,  29.539, -87.484,    0.0,   68.0,O, 118, 333,    -401,    -401,  0,  0,  9,  0,b,        106. m3,            30.,   ml/haul,         0.2830,ml/m3, 0, 0, 0,-1,          102.7,ml/m2,-1,-1,-1,-1,Zooplankton displacement volume -[ ]-,0046_0001,SEAMAP, 2513,  565, 1185,295,            194,Zooplankton displacement volume,-[ ]-,
