network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T00:00:00Z,2.141,5.76,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T00:00:00Z,5.375,6.68,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T00:00:00Z,1.61,6.34,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T00:00:00Z,1.98,4.79,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T00:00:00Z,2.203,6.52,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T00:00:00Z,1.33,7.75,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T00:00:00Z,2.11,4.5,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T00:03:00Z,2.99,4.72,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T00:05:00Z,2.455,5.7,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T00:07:00Z,1.987,6.03,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T00:10:00Z,1.45,6.11,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T00:12:00Z,0.986,6.17,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T00:15:00Z,0.431,6.13,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T00:30:00Z,2.103,5.61,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T00:30:00Z,5.277,6.58,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T01:00:00Z,2.069,5.52,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T01:00:00Z,5.222,6.41,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T01:00:00Z,1.79,6.1,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T01:00:00Z,2.07,4.79,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T01:00:00Z,2.389,6.84,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T01:00:00Z,1.44,6.78,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T01:00:00Z,2.07,4.44,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T01:03:00Z,2.969,4.19,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T01:05:00Z,2.517,5.78,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T01:07:00Z,1.991,6.33,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T01:10:00Z,1.467,6.52,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T01:12:00Z,0.953,6.83,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T01:15:00Z,0.561,6.79,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T01:30:00Z,2.076,5.14,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T01:30:00Z,5.313,6.33,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T02:00:00Z,2.116,5.41,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T02:00:00Z,5.393,6.06,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T02:00:00Z,1.941,6.02,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T02:00:00Z,2.18,4.72,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T02:00:00Z,2.494,7.06,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T02:00:00Z,1.569,6.39,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T02:00:00Z,2.039,4.28,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T02:03:00Z,2.969,4.25,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T02:05:00Z,2.517,5.09,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T02:07:00Z,1.993,5.2,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T02:10:00Z,1.47,6.19,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T02:12:00Z,0.946,6.51,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T02:15:00Z,0.469,6.43,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T02:30:00Z,2.155,5.25,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T02:30:00Z,5.427,5.7,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T03:00:00Z,2.229,4.76,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T03:00:00Z,5.483,5.4,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T03:00:00Z,2.061,5.96,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T03:00:00Z,2.25,4.35,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T03:00:00Z,2.565,6.76,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T03:00:00Z,1.693,6.36,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T03:00:00Z,2.01,4.8,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T03:03:00Z,2.945,5.02,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T03:05:00Z,2.503,4.31,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T03:07:00Z,1.985,5.61,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T03:10:00Z,1.465,6.16,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T03:12:00Z,1.005,6.38,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T03:15:00Z,0.471,6.25,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T03:30:00Z,2.259,4.04,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T03:30:00Z,5.443,5.5,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T04:00:00Z,2.243,4.96,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T04:00:00Z,5.476,5.03,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T04:00:00Z,2.14,5.97,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T04:00:00Z,2.283,4.04,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T04:00:00Z,2.683,6.77,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T04:00:00Z,1.772,6.15,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T04:00:00Z,2.019,4.28,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T04:02:00Z,2.991,4.46,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T04:05:00Z,2.46,4.36,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T04:07:00Z,2.011,5.5,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T04:10:00Z,1.489,5.8,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T04:12:00Z,0.969,6.06,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T04:15:00Z,0.493,6.02,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T04:30:00Z,2.252,4.93,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T04:30:00Z,5.511,4.45,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T05:00:00Z,2.29,4.96,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T05:00:00Z,5.568,4.9,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T05:00:00Z,2.212,6.2,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T05:00:00Z,2.32,4.58,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T05:00:00Z,2.662,6.6,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T05:00:00Z,1.841,5.82,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T05:00:00Z,2.05,4.26,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T05:03:00Z,2.935,3.65,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T05:05:00Z,2.484,4.34,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T05:07:00Z,1.968,5.66,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T05:10:00Z,1.516,6.19,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T05:12:00Z,1.001,6.37,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T05:15:00Z,0.452,6.36,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T05:30:00Z,2.309,4.41,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T05:30:00Z,5.712,4.97,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T06:00:00Z,2.342,5.22,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T06:00:00Z,5.734,4.25,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T06:00:00Z,2.23,5.94,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T06:00:00Z,2.34,4.71,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T06:00:00Z,2.645,6.57,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T06:00:00Z,1.84,5.69,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T06:00:00Z,2.085,4.42,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T06:02:00Z,2.983,3.19,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T06:05:00Z,2.473,3.91,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T06:07:00Z,2.027,5.48,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T06:10:00Z,1.509,6.33,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T06:12:00Z,0.992,6.48,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T06:15:00Z,0.439,6.38,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T06:30:00Z,2.369,4.83,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T06:30:00Z,5.891,4.03,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T07:00:00Z,2.407,5.5,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T07:00:00Z,6.019,3.74,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T07:00:00Z,2.184,5.86,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T07:00:00Z,2.31,4.87,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T07:00:00Z,2.497,5.96,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T07:00:00Z,1.79,5.68,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T07:00:00Z,2.12,3.88,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T07:02:00Z,2.966,3.18,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T07:05:00Z,2.46,3.6,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T07:07:00Z,2.009,5.38,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T07:10:00Z,1.492,6.32,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T07:12:00Z,0.972,6.44,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T07:15:00Z,0.483,6.24,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T07:30:00Z,2.439,5.39,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T07:30:00Z,6.136,3.61,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T08:00:00Z,2.473,5.63,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T08:00:00Z,6.298,4.31,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T08:00:00Z,2.111,5.62,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T08:00:00Z,2.26,4.69,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T08:00:00Z,2.477,5.97,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T08:00:00Z,1.76,5.59,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T08:00:00Z,2.15,4.3,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T08:03:00Z,2.944,3.54,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T08:05:00Z,2.506,4.34,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T08:07:00Z,1.991,4.87,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T08:10:00Z,1.478,5.77,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T08:12:00Z,0.949,5.94,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T08:15:00Z,0.546,5.79,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T08:30:00Z,2.527,5.54,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T08:30:00Z,6.342,4.42,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T09:00:00Z,2.568,5.56,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T09:00:00Z,6.596,4.38,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T09:00:00Z,2.082,5.43,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T09:00:00Z,2.23,4.62,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T09:00:00Z,2.444,6.02,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T09:00:00Z,1.734,5.43,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T09:00:00Z,2.15,4.39,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T09:02:00Z,2.982,3.74,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T09:05:00Z,2.471,4.38,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T09:07:00Z,1.96,4.8,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T09:10:00Z,1.448,5.86,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T09:12:00Z,0.984,5.98,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T09:15:00Z,0.431,5.85,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T09:30:00Z,2.617,5.79,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T09:30:00Z,6.631,3.82,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T10:00:00Z,2.648,5.58,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T10:00:00Z,6.796,3.57,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T10:00:00Z,2.1,4.85,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T10:00:00Z,2.22,4.28,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T10:00:00Z,2.484,5.8,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T10:00:00Z,1.788,5.41,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T10:00:00Z,2.122,4.59,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T10:02:00Z,2.973,3.85,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T10:05:00Z,2.47,5.37,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T10:07:00Z,1.958,5.5,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T10:10:00Z,1.456,5.34,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T10:12:00Z,0.99,5.92,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T10:15:00Z,0.44,5.82,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T10:30:00Z,2.696,5.4,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T10:30:00Z,6.916,3.89,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T11:00:00Z,2.729,5.51,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T11:00:00Z,7.07,4.09,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T11:00:00Z,2.18,5.23,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T11:00:00Z,2.29,3.89,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T11:00:00Z,2.673,6.22,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T11:00:00Z,1.86,5.45,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T11:00:00Z,2.1,4.01,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T11:02:00Z,2.968,2.84,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T11:05:00Z,2.523,3.36,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T11:07:00Z,2.022,4.99,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T11:10:00Z,1.513,5.83,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T11:12:00Z,0.984,5.91,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T11:15:00Z,0.442,5.93,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T11:30:00Z,2.765,5.55,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T11:30:00Z,7.11,4.14,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T12:00:00Z,2.782,5.25,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T12:00:00Z,7.23,4.54,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T12:00:00Z,2.311,5.29,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T12:00:00Z,2.418,3.75,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T12:00:00Z,2.867,6.04,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T12:00:00Z,1.96,5.08,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T12:00:00Z,2.1,3.63,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T12:02:00Z,2.968,2.99,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T12:05:00Z,2.471,5.52,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T12:07:00Z,1.957,5.48,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T12:10:00Z,1.448,6.15,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T12:12:00Z,0.959,6.09,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T12:15:00Z,0.468,6.09,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T12:30:00Z,2.815,5.29,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T12:30:00Z,7.32,4.61,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T13:00:00Z,2.834,5.21,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T13:00:00Z,7.39,4.55,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T13:00:00Z,2.45,5.06,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T13:00:00Z,2.52,4.7,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T13:00:00Z,2.936,6.02,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T13:00:00Z,2.08,5.45,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T13:00:00Z,2.16,4.33,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T13:03:00Z,2.955,3.02,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T13:05:00Z,2.485,3.7,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T13:07:00Z,1.951,5.2,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T13:10:00Z,1.482,6.32,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T13:12:00Z,1.062,6.53,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T13:15:00Z,0.421,6.57,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T13:30:00Z,2.846,5.21,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T13:30:00Z,7.45,4.64,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T14:00:00Z,2.857,5.39,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T14:00:00Z,7.45,4.0,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T14:00:00Z,2.529,5.08,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T14:00:00Z,2.565,5.11,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T14:00:00Z,2.956,6.14,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T14:00:00Z,2.164,5.59,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T14:00:00Z,2.22,4.39,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T14:03:00Z,2.994,3.3,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T14:05:00Z,2.445,3.29,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T14:07:00Z,1.977,5.29,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T14:10:00Z,1.425,6.38,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T14:12:00Z,1.078,6.68,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T14:16:00Z,0.436,6.87,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T14:30:00Z,2.861,5.27,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T14:30:00Z,7.47,3.46,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2008-07-01T15:00:00Z,2.865,4.33,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2008-07-01T15:00:00Z,7.47,4.58,1111122 
SCCF RECON,ioos:station:SCCF:12,26.4966,-82.1479,2008-07-01T15:00:00Z,2.56,5.55,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2008-07-01T15:00:00Z,2.62,4.81,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2008-07-01T15:00:00Z,2.975,6.17,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2008-07-01T15:00:00Z,2.19,5.6,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2008-07-01T15:00:00Z,2.28,4.71,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T15:03:00Z,2.987,3.4,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T15:05:00Z,2.428,3.85,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T15:07:00Z,1.943,5.8,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T15:10:00Z,1.447,6.55,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T15:12:00Z,0.904,6.77,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2008-07-01T15:15:00Z,0.792,6.79,1111122 
